NAME,POSITION,HEIGHT,FOOT,AGE,RATING,NATION
Lenn Jastremski,Attack,190,Right,21,75,Germany
Lovro Zvonarek,Midfield,180,Right,17,75,Croatia
Ömer Beyaz,Midfield,171,Left,18,75,Turkey
Tim Maciejewski,Attack,184,Right,21,75,Germany
Jayden Braaf,Attack,179,Right,19,75,Netherlands
Keanan Bennetts,Midfield,183,Left,23,75,England
Ilay Elmkies,Midfield,172,Right,22,75,Israel
Patrick Osterhage,Midfield,186,Right,22,75,Germany
Tim Siersleben,Defence,187,Left,22,75,Germany
Kenneth Schmidt,Defence,186,Left,20,75,Germany
Jamie Lawrence,Defence,200,Right,19,75,Germany
Bright Arrey-Mbi,Defence,187,Left,19,75,Germany
Antonis Aidonis,Defence,181,Right,21,75,Germany
Maxime Awoudja,Defence,188,Right,24,75,Germany
Luca Philipp,Goalkeeper,192,Right,21,75,Germany
Moritz Nicolas,Goalkeeper,193,Right,24,75,Germany
Igor Matanovic,Attack,194,Right,19,74,Croatia
Torben Müsel,Attack,185,Right,22,74,Germany
Valentino Vermeulen,Defence,188,Right,20,74,Netherlands
Kilian Fischer,Defence,182,Right,21,74,Germany
Patrick Kapp,Defence,180,Both,24,74,Germany
Justin Njinmah,Attack,184,Right,21,73,Germany
Iker Bravo,Attack,184,Right,17,73,Spain
Hugo Novoa,Attack,182,Right,19,73,Spain
Nishan Burkart,Attack,175,Right,22,73,Switzerland
Guillaume Furrer,Attack,180,Right,21,73,Switzerland
Conor Noss,Attack,181,Right,21,73,Ireland
Ulysses Llanez,Attack,175,Right,21,73,United States
Lucas Copado,Attack,187,Right,18,73,Germany
Bradley Fink,Attack,193,Both,19,73,Switzerland
Mohamed Sankoh,Attack,185,Right,18,73,Netherlands
Fisnik Asllani,Attack,186,Both,19,73,Germany
Paul Wanner,Midfield,186,Left,16,73,Germany
Leonhard Münst,Midfield,181,Left,20,73,Germany
Kebba Badjie,Midfield,179,Right,22,73,Gambia
Jens Castrop,Midfield,179,Right,18,73,Germany
Joscha Wosz,Midfield,174,Right,19,73,Germany
Lilian Egloff,Midfield,183,Right,19,73,Germany
Jacob Italiano,Midfield,177,Right,21,73,Australia
Mika Baur,Midfield,178,Both,18,73,Germany
Marco Pašalić,Attack,177,Left,21,73,Croatia
Abdenego Nankishi,Attack,182,Right,20,73,Germany
Marvin Obuz,Attack,182,Right,20,73,Germany
Jamie Bynoe-Gittens,Attack,175,Right,17,73,England
Famana Quizera,Midfield,172,Right,20,73,Portugal
Momo Cissé,Attack,175,Right,19,73,Guinea
Lasse Günther,Midfield,183,Left,19,73,Germany
Fabrice Hartmann,Attack,178,Left,21,73,Germany
Maurice Cović,Midfield,169,Both,24,73,Germany
Lukas Petkov,Midfield,183,Right,21,73,Germany
Maximilian Zaiser,Midfield,176,Right,23,73,Germany
Aljaz Casar,Midfield,190,Right,21,73,Slovenia
Enzo Millot,Midfield,175,Left,19,73,France
Mathias Olesen,Defence,188,Both,21,73,Luxembourg
Naouirou Ahamada,Midfield,183,Right,20,73,France
Merveille Papela,Midfield,174,Right,21,73,Germany
Robert Wagner,Midfield,182,Right,19,73,Germany
Zidan Sertdemir,Midfield,182,Left,17,73,Denmark
Torben Rhein,Midfield,173,Both,19,73,Germany
Eyüp Aydin,Midfield,181,Left,17,73,Turkey
Abdoulaye Kamara,Midfield,189,Right,17,73,Guinea
Antonios Papadopoulos,Defence,185,Right,22,73,Germany
Felix Schwarzholz,Midfield,181,Right,22,73,Germany
Tom Rothe,Defence,192,Left,17,73,Germany
Angelo Brückner,Defence,178,Right,19,73,Germany
Kaan Kurt,Defence,174,Right,20,73,Germany
Moritz Römling,Defence,186,Left,21,73,Germany
Michael Güthorl,Defence,180,Both,23,73,Germany
Haymenn Bah-Traoré,Midfield,177,Right,25,73,Togo
Cimo Röcker,Defence,186,Left,28,73,Germany
Kolbeinn Birgir Finnsson,Defence,181,Left,22,73,
Henning Matriciani,Defence,187,Right,22,73,Germany
Mario Šuver,Defence,186,Both,22,73,Croatia
Jakov Šuver,Defence,189,Both,19,73,Croatia
Max Rosenfelder,Defence,186,Right,19,73,Germany
Kimberly Ezekwem,Defence,187,Left,21,73,Germany
Soumaïla Coulibaly,Defence,191,Left,18,73,France
Mamadou Doucouré,Defence,190,Left,24,73,France
Niklas Sauter,Goalkeeper,190,Right,19,73,Germany
Jonas Urbig,Goalkeeper,187,Right,18,73,Germany
Lukas Schneller,Goalkeeper,184,Left,20,73,Germany
Dudu Dos Santos Haesler,Goalkeeper,196,Right,23,73,Germany
Jan Olschowsky,Goalkeeper,182,Right,20,73,Germany
Diant Ramaj,Goalkeeper,186,Right,20,73,Germany
Luca Plogmann,Goalkeeper,189,Both,22,73,Germany
Philip Sprint,Goalkeeper,196,Right,29,73,Germany
Michael Langer,Goalkeeper,193,Right,37,73,Austria
Lars Kehl,Attack,178,Right,20,72,Germany
Timo Bornemann,Attack,184,Right,21,72,Germany
Hans Anapak,Midfield,176,Right,21,72,Germany
Julius Tauriainen,Midfield,173,Right,21,72,Finland
Yannik Engelhardt,Midfield,184,Right,21,72,Germany
Philipp Treu,Midfield,172,Right,21,72,Germany
Mert Kuyucu,Defence,185,Left,22,72,Germany
Maximilian Dietz,Defence,188,Both,20,72,United States
Jordy Makengo,Defence,191,Left,20,71,France
Marvin Cuni,Attack,185,Right,21,70,Germany
Ruwen Werthmüller,Attack,183,Right,21,70,Switzerland
Martin Harnik,Attack,185,Right,35,70,Austria
Oliver Issa Schmitt,Attack,180,Right,22,70,
Yusuf Kabadayi,Attack,186,Right,18,70,Germany
Marten Winkler,Attack,182,Right,19,70,Germany
Luis Hartwig,Attack,181,Right,19,70,Germany
Eren Dinkçi,Attack,188,Right,20,70,Turkey
Seong-Hoon Cheon,Attack,190,Right,21,70,Korea Republic
Ousman Manneh,Attack,189,Both,25,70,Gambia
Daniels Ontuzans,Midfield,173,Right,22,70,Latvia
Göktan Gürpüz,Midfield,178,Right,19,70,Germany
Johan Mina,Attack,175,Left,20,70,Ecuador
Laurenz Dehl,Attack,179,Right,20,70,Germany
Sander Christiansen,Midfield,185,Right,21,70,Norway
Ji-Han Lee,Midfield,180,Left,19,70,Korea Republic
Dorian Cevis,Attack,175,Right,21,70,Croatia
Antonio Foti,Midfield,180,Right,18,70,Cyprus
Ole Pohlmann,Attack,184,Right,21,70,Germany
Gianluca Schäfer,Attack,178,Right,19,70,Germany
Kaito Mizuta,Midfield,182,Right,22,70,Japan
Ben Bobzien,Midfield,175,Right,19,70,Germany
Martin Pecar,Midfield,175,Right,20,70,Slovenia
Gautier Ott,Attack,175,Right,20,70,France
Oscar Schönfelder,Midfield,181,Left,21,70,Germany
Josué Mbila,Midfield,180,Both,22,70,Angola
Tom Bischof,Midfield,176,Left,17,70,Germany
Timothé Rupil,Midfield,171,Right,19,70,Luxembourg
Ben Klefisch,Midfield,186,Right,19,70,Germany
Emilian Metu,Midfield,188,Left,19,70,Austria
Tim Civeja,Midfield,180,Right,20,70,Germany
Julian Albrecht,Midfield,180,Right,20,70,Germany
Maximilian Somnitz,Midfield,189,Right,19,70,Germany
Jonas Michelbrink,Attack,180,Right,21,70,Germany
Leon Peto,Midfield,177,Right,20,70,Romania
Fabio Schneider,Midfield,178,Right,19,70,Germany
Julian Stark,Midfield,178,Right,21,70,Germany
Dennis Lütke-Frie,Midfield,178,Left,19,70,Germany
Thomas Rekdal,Midfield,182,Left,21,70,Norway
Luka Hyrylainen,Midfield,197,Right,17,70,Finland
Falko Michel,Defence,187,Right,21,70,Germany
Georg Strauch,Defence,178,Right,21,70,Germany
Jonas Dirkner,Midfield,181,Right,20,70,Germany
Can Hayri Özkan,Defence,182,Right,22,70,
Kamal Bafounta,Midfield,193,Right,20,70,France
Jan Schröder,Defence,182,Left,19,70,Germany
Steven van der Sloot,Defence,175,Right,20,70,Netherlands
Tobias Missner,Defence,179,Left,22,70,Germany
Meiko Sponsel,Defence,178,Right,20,70,Germany
Gabriel Marušić,Defence,186,Left,19,70,Croatia
Solomon Bonnah,Defence,165,Right,18,70,Netherlands
Luca Bazzoli,Defence,188,Both,21,70,Germany
Noah König,Defence,188,Right,19,70,Germany
Mathis Bruns,Defence,192,Right,18,70,Germany
Anselmo García Mcnulty,Defence,187,Left,19,70,Ireland
Nnamdi Collins,Defence,191,Right,18,70,Germany
Fynn Otto,Defence,192,Both,20,70,Germany
Ibrahima Cissé,Defence,196,Right,21,70,Guinea
Hubert Mbuyi Muamba,Defence,191,Right,19,70,France
Florian Schock,Goalkeeper,199,Right,21,70,Germany
Philipp Schulze,Goalkeeper,190,Right,19,70,Germany
Tjark Ernst,Goalkeeper,187,Right,19,70,Germany
Lasse Riess,Goalkeeper,186,Right,20,70,Germany
Jonas Kersken,Goalkeeper,192,Right,21,70,Germany
Maximilian Engl,Goalkeeper,189,Right,24,70,Germany
Lino Kasten,Goalkeeper,188,Right,21,70,Germany
Niklas Klinger,Goalkeeper,187,Right,26,70,Germany
Daniel Klein,Goalkeeper,191,Right,21,70,Germany
Benjamin Leneis,Goalkeeper,195,Right,23,70,Germany
Matthias Köbbing,Goalkeeper,196,Right,25,70,Germany
Thomas Kastanaras,Attack,185,Right,19,68,Greece
Mikail Maden,Midfield,182,Right,20,68,Norway
Amney Moutassime,Midfield,178,Left,18,68,Italy
Dennis Lütke Frie,Midfield,178,Left,19,68,Germany
Oscar Fraulo,Midfield,182,Right,18,68,Denmark
Lukas Fahrnberger,Defence,182,Left,21,68,Austria
Jordan Meyer,Defence,181,Right,20,68,Germany
Jimmy Kaparos,Midfield,187,Right,20,68,Netherlands
Gabriel Haider,Defence,184,Right,20,68,Austria
Nahue Noll,Goalkeeper,188,Right,19,68,Germany
Simon Gollnack,Attack,184,Right,20,67,Germany
Mika Schröers,Attack,180,Both,20,67,Germany
Moritz Broschinski,Attack,188,Right,21,67,Germany
Malick Sanogo,Attack,185,Left,18,67,United States
Nacho Ferri,Attack,192,Right,17,67,Spain
Deniz Pehlivan,Attack,182,Left,20,67,Austria
Jascha Brandt,Midfield,184,Left,19,67,Germany
Juan Cabrera,Midfield,183,Right,19,67,Spain
Franjo Ivanović,Attack,182,Right,18,67,Croatia
Philipp Wydra,Midfield,175,Left,19,67,Austria
Dillon Hoogewerf,Attack,165,Both,19,67,Netherlands
Arijon Ibrahimovic,Attack,170,Right,16,67,Germany
Mischa Hauser,Midfield,182,Left,22,67,Germany
Bryang Kayo,Midfield,185,Right,19,67,United States
Dikeni Salifou,Defence,191,Right,19,67,Togo
Joshua Eze,Defence,186,Right,19,67,Germany
Jonas Kehl,Defence,168,Right,21,67,Germany
Leon Pesch,Defence,179,Right,18,67,Croatia
Max Geschwill,Defence,182,Both,21,67,Germany
Mario Šubarić,Defence,185,Left,22,67,Croatia
Justin Janitzek,Defence,193,Left,18,67,Germany
Dominic Schmidt,Defence,185,Right,21,67,Germany
Alexander Höck,Defence,194,Right,20,67,Germany
Hans-Juraj Hartmann,Defence,185,Right,20,67,Croatia
Dominik Crljenec,Defence,189,Both,22,67,Croatia
Marlon Morgenstern,Defence,184,Right,21,67,Germany
Tom Gaal,Defence,195,Both,21,67,Germany
Aleksei Carnier,Defence,181,Right,18,67,France
Liam Morrison,Defence,183,Right,19,67,Scotland
Fabian Eutinger,Goalkeeper,187,Both,18,67,Germany
Jannik Horz,Goalkeeper,193,Both,19,67,Germany
Ziyang Liu-Shao,Goalkeeper,191,Right,18,67,China
Florian Palmowski,Goalkeeper,187,Right,21,67,Germany
Paul Grave,Goalkeeper,193,Right,21,67,Germany
Ted Tattermusch,Attack,194,Right,21,65,Germany
Dule Manushev,Attack,179,Right,17,65,North Macedonia
Justin Diehl,Attack,170,Right,17,65,Germany
Dženan Pejčinović,Attack,190,Left,17,65,Germany
Julian Rijkhoff,Attack,183,Right,17,65,Netherlands
Ayman Aourir,Midfield,179,Right,17,65,Morocco
Volkan Ballicalioglu,Midfield,176,Left,18,65,Germany
Evan Rotundo,Midfield,175,Right,18,65,United States
Jayden Bennetts,Midfield,175,Right,21,65,England
Shahin Biniazz,Midfield,179,Right,17,65,Germany
Bambasé Conté,Attack,178,Right,19,65,Germany
Yvandro Borges Sanches,Attack,175,Right,18,65,Luxembourg
Noah Pesch,Attack,175,Right,17,65,Croatia
Dion Berisha,Attack,181,Right,19,65,Kosovo
Barry Hepburn,Attack,173,Right,18,65,Scotland
Gil-Linnart Walther,Midfield,178,Left,19,65,Germany
Jonathan Asp,Midfield,177,Right,16,65,Australia
Can Yahya Moustfa,Midfield,176,Right,17,65,
Sadik Fofana,Defence,192,Right,19,65,Togo
Behar Neziri,Midfield,176,Right,19,65,Kosovo
Joey Müller,Defence,180,Left,21,65,Germany
Nick Salihamidžić,Defence,179,Right,19,65,Bosnia & Herzegovina
Guille Bueno,Defence,173,Left,20,65,Spain
Emre Aksoy,Defence,175,Right,18,65,Turkey
Kyu-Hyun Park,Defence,185,Left,21,65,Korea Republic
Gustav Grubbe,Defence,176,Right,19,65,Denmark
Samy Jaksic,Defence,184,Right,17,65,Germany
Fabio Chiarodia,Defence,186,Left,17,65,Italy
Raphael Adiele,Defence,184,Right,17,65,Germany
Abdul-Wahid Bancé,Defence,184,Right,18,65,Germany
Sinan Solmaz,Defence,184,Right,18,65,Turkey
Ardy Mfundu,Defence,187,Right,19,65,Belgium
Filippo Calixte Mane,Defence,188,Right,17,65,
Verthomy Boboy,Defence,186,Right,19,65,Germany
Luca Novodomsky,Goalkeeper,179,Right,17,65,Germany
Roy Steur,Goalkeeper,188,Right,17,65,Netherlands
Maximilian Neutgens,Goalkeeper,180,Right,18,65,Germany
Silas Ostrzinski,Goalkeeper,198,Right,18,65,Germany
Nikolai Kemlein,Goalkeeper,188,Right,20,65,Germany
Daniel Rose,Goalkeeper,183,Right,18,65,Austria
Rares Canea,Defence,189,Left,18,63,Germany
Jardell Kanga,Attack,175,Left,16,60,Sweden
Arda Süne,Midfield,179,Right,17,60,Germany
Lionel Messi,Attack,170,Left,35,97,Argentina
Kylian Mbappé,Attack,178,Right,23,96,France
Júnior Neymar,Attack,174,Both,30,96,Brazil
Marco Verratti,Midfield,165,Right,29,94,Italy
Corrêa Marquinhos,Defence,183,Right,28,94,Brazil
Georginio Wijnaldum,Midfield,175,Right,31,92,Netherlands
Achraf Hakimi,Midfield,180,Right,23,92,Morocco
Sergio Ramos,Defence,183,Right,36,92,Spain
Gianluigi Donnarumma,Goalkeeper,196,Right,23,92,Italy
Keylor Navas,Goalkeeper,185,Right,35,92,Costa Rica
Wissam Ben Yedder,Attack,170,Right,31,91,France
Lucas Paquetá,Attack,180,Left,24,91,Brazil
Presnel Kimpembe,Defence,183,Left,26,91,France
Kevin Volland,Attack,179,Left,29,90,Germany
Jonathan David,Attack,180,Both,22,90,Canada
Moussa Dembélé,Attack,183,Right,26,90,France
Mauro Icardi,Attack,181,Right,29,90,Argentina
Arkadiusz Milik,Attack,189,Left,28,90,Poland
Alexandre Lacazette,Attack,176,Right,31,90,France
Dimitri Payet,Attack,175,Both,35,90,France
Martin Terrier,Attack,184,Right,25,90,France
Jonathan Bamba,Attack,175,Right,26,90,France
Pablo Sarabia,Attack,181,Left,30,90,Spain
Houssem Aouar,Midfield,175,Right,24,90,France
Renato Sanches,Midfield,176,Right,24,90,Portugal
Corentin Tolisso,Midfield,181,Right,27,90,France
Leandro Paredes,Midfield,180,Right,28,90,Argentina
Danilo Pereira,Defence,188,Right,30,90,Portugal
Idrissa Gueye,Midfield,174,Right,32,90,Senegal
José Fonte,Defence,187,Right,38,90,Portugal
Anthony Lopes,Goalkeeper,184,Left,31,90,Portugal
Amine Gouiri,Attack,180,Right,22,89,France
Karl Toko Ekambi,Attack,185,Right,29,89,Cameroon
Lovro Majer,Midfield,179,Left,24,89,Croatia
Aleksandr Golovin,Midfield,180,Right,26,89,Russia
Julian Draxler,Midfield,187,Both,28,89,Germany
Cengiz Ünder,Attack,173,Left,25,89,Turkey
Gelson Martins,Attack,173,Right,27,89,Portugal
Santos Gerson,Midfield,184,Left,25,89,Brazil
Maxence Caqueret,Midfield,174,Right,22,89,France
Mattéo Guendouzi,Midfield,185,Right,23,89,France
Valentin Rongier,Midfield,172,Right,27,89,France
Benjamin Bourigeaud,Midfield,178,Right,28,89,France
Seko Fofana,Midfield,184,Both,27,89,Ivory Coast
Benjamin André,Midfield,177,Right,31,89,France
Ander Herrera,Midfield,182,Right,32,89,Spain
Thiago Mendes,Defence,176,Right,30,89,Brazil
Nuno Mendes,Defence,183,Left,20,89,Portugal
Jonathan Clauss,Midfield,185,Right,29,89,France
Léo Dubois,Defence,178,Right,27,89,France
Juan Bernat,Defence,170,Left,29,89,Spain
Jason Denayer,Defence,184,Right,27,89,Belgium
Jérôme Boateng,Defence,192,Both,33,89,Germany
Thilo Kehrer,Defence,186,Right,25,89,Germany
Abdou Diallo,Defence,187,Left,26,89,Senegal
Duje Ćaleta-Car,Defence,192,Right,25,89,Croatia
Pau López,Goalkeeper,189,Right,27,89,Spain
Gaëtan Laborde,Attack,181,Left,28,88,France
Takumi Minamino,Attack,174,Right,27,88,Japan
Kasper Dolberg,Attack,187,Right,24,88,Denmark
Ludovic Ajorque,Attack,196,Right,28,88,France
Cédric Bakambu,Attack,182,Right,31,88,Congo DR
Andy Delort,Attack,182,Right,30,88,Algeria
Sofiane Diop,Midfield,175,Right,22,88,France
Yusuf Yazici,Attack,186,Left,25,88,Turkey
Rémy Cabella,Midfield,171,Right,32,88,France
Alcántara Rafinha,Midfield,174,Left,29,88,Brazil
Romain Faivre,Midfield,185,Left,24,88,France
Téji Savanier,Midfield,172,Right,30,88,France
Youssouf Fofana,Midfield,176,Right,23,88,France
Ludovic Blas,Midfield,180,Left,24,88,France
Rocha Xeka,Midfield,186,Both,27,88,Portugal
Adrien Thomasson,Midfield,177,Right,28,88,France
Baptiste Santamaria,Midfield,180,Right,27,88,France
Youcef Atal,Midfield,176,Both,26,88,Algeria
Caio Henrique,Midfield,179,Left,24,88,Brazil
Ruben Aguilar,Defence,172,Right,29,88,France
Hamari Traoré,Defence,175,Right,30,88,Mali
Djibril Sidibé,Defence,182,Right,29,88,France
Benoît Badiashile,Defence,192,Left,21,88,France
Axel Disasi,Defence,190,Right,24,88,France
Guillermo Maripán,Defence,193,Right,28,88,Chile
Alban Lafont,Goalkeeper,193,Right,23,88,France
Sergio Rico,Goalkeeper,194,Right,28,88,Spain
Benjamin Lecomte,Goalkeeper,186,Left,31,88,France
Steve Mandanda,Goalkeeper,185,Right,37,88,France
Stephy Mavididi,Attack,182,Right,24,87,England
Tino Kadewere,Attack,183,Right,26,87,Zimbabwe
Wahbi Khazri,Attack,182,Right,31,87,Tunisia
Arnaud Kalimuendo,Attack,178,Right,20,87,France
Myron Boadu,Attack,180,Both,21,87,Netherlands
Kévin Gameiro,Attack,172,Right,35,87,France
Habib Diallo,Attack,186,Right,27,87,Senegal
Sehrou Guirassy,Attack,187,Right,26,87,Guinea
Calvin Stengs,Attack,182,Left,23,87,Netherlands
Jeff Reine-Adelaïde,Midfield,183,Right,24,87,France
Gaël Kakuta,Attack,173,Left,31,87,Congo DR
Moses Simon,Attack,168,Right,27,87,Nigeria
Franck Honorat,Attack,180,Right,25,87,France
Flavien Tait,Midfield,175,Right,29,87,France
Ferreira Vitinha,Midfield,172,Right,22,87,Portugal
Pablo Rosario,Defence,188,Right,25,87,Netherlands
Moussa Sissoko,Midfield,187,Right,32,87,France
Khéphren Thuram,Midfield,191,Right,21,87,France
Ibrahima Sissoko,Midfield,194,Right,24,87,France
Mario Lemina,Midfield,184,Right,28,87,Gabon
Pol Lirola,Defence,183,Right,24,87,Spain
Jordan Amavi,Defence,176,Left,28,87,France
Thomas Foket,Defence,179,Right,27,87,Belgium
Layvin Kurzawa,Defence,182,Left,29,87,France
Jean Clair Todibo,Defence,190,Right,22,87,
Facundo Medina,Defence,184,Left,23,87,Argentina
Bonfim Dante,Defence,188,Left,38,87,Brazil
Luan Peres,Defence,190,Left,27,87,Brazil
Alexander Djiku,Defence,186,Right,27,87,Ghana
Samuel Gigot,Defence,187,Right,28,87,France
Yunis Abdelhamid,Defence,190,Right,34,87,Morocco
Álvaro González,Defence,182,Right,32,87,Spain
Pedro Mendes,Defence,184,Right,31,87,Portugal
Mamadou Sakho,Defence,187,Left,32,87,France
Damien da Silva,Defence,184,Right,34,87,France
Paul Bernardoni,Goalkeeper,190,Left,25,87,France
Jonas Omlin,Goalkeeper,189,Right,28,87,Switzerland
Predrag Rajković,Goalkeeper,192,Right,26,87,Serbia
Alfred Gomis,Goalkeeper,194,Right,28,87,Senegal
Matz Sels,Goalkeeper,191,Right,30,87,Belgium
Marco Bizot,Goalkeeper,184,Right,30,87,Netherlands
Ignatius Ganago,Attack,176,Right,23,86,Cameroon
Valère Germain,Attack,182,Right,32,86,France
Loïs Openda,Attack,174,Right,22,86,Belgium
Sofiane Boufal,Attack,170,Right,28,86,Morocco
Adrien Hunou,Attack,179,Right,28,86,France
Terem Moffi,Attack,188,Left,23,86,Nigeria
Mohamed Bayo,Attack,188,Right,24,86,Guinea
Florian Sotoca,Attack,187,Right,31,86,France
Steve Mounié,Attack,189,Right,27,86,Benin
Alexis Claude Maurice,Midfield,174,Right,24,86,France
Kamaldeen Sulemana,Attack,175,Right,20,86,Ghana
Jérémy Doku,Attack,171,Right,20,86,Belgium
Krépin Diatta,Midfield,173,Right,23,86,Senegal
Romain del Castillo,Attack,172,Left,26,86,France
Nemanja Radonjić,Attack,185,Both,26,86,Serbia
Arber Zeneli,Attack,176,Right,27,86,Kosovo
Przemysław Frankowski,Midfield,180,Right,27,86,
Jean Lucas,Midfield,181,Right,24,86,Brazil
Cesc Fàbregas,Midfield,175,Right,35,86,Spain
Jonas Martin,Midfield,182,Right,32,86,France
Hicham Boudaoui,Midfield,176,Right,22,86,Algeria
Jean-Ricner Bellegarde,Midfield,170,Right,24,86,France
Jordan Ferri,Midfield,172,Right,30,86,France
Xavier Chavalerin,Midfield,179,Left,31,86,France
Joris Chotard,Midfield,179,Right,20,86,France
Pape Gueye,Midfield,187,Left,23,86,Senegal
Jean-Eudes Aholou,Midfield,186,Right,28,86,Ivory Coast
Danilo Barbosa,Defence,183,Left,26,86,Brazil
Maxime Gonalons,Midfield,187,Right,33,86,France
Morgan Schneiderlin,Midfield,181,Right,32,86,France
Adrien Truffert,Defence,173,Left,20,86,France
Domagoj Bradarić,Defence,178,Left,22,86,Croatia
Jordan Lotomba,Defence,177,Right,23,86,Switzerland
Birger Meling,Defence,172,Left,27,86,Norway
Junior Sambia,Defence,181,Right,25,86,France
Sead Kolasinac,Defence,183,Left,29,86,Bosnia & Herzegovina
Colin Dagba,Defence,170,Right,23,86,France
Andrei Girotto,Defence,185,Right,30,86,Brazil
Tiago Djaló,Defence,190,Right,22,86,Portugal
Wout Faes,Defence,187,Right,24,86,Belgium
Jonathan Gradit,Defence,180,Right,29,86,France
Loïc Badé,Defence,191,Right,22,86,France
Kevin Danso,Defence,190,Right,23,86,Austria
Nicolas Pallois,Defence,190,Left,34,86,France
Gautier Larsonneur,Goalkeeper,181,Right,25,86,France
Timothy Weah,Attack,185,Right,22,85,United States
Mama Baldé,Attack,181,Right,26,85,Guinea-Bissau
Wesley Saïd,Attack,171,Right,27,85,France
Renaud Ripart,Attack,181,Right,29,85,France
Hugo Ekitiké,Attack,190,Right,20,85,France
Umut Bozok,Attack,178,Right,25,85,Turkey
Bamba Dieng,Attack,178,Right,22,85,Senegal
Irvin Cardona,Attack,185,Right,24,85,France
Adam Buksa,Attack,191,Right,26,85,Poland
Stéphane Bahoken,Attack,185,Right,30,85,Cameroon
Kalifa Coulibaly,Attack,197,Right,30,85,Mali
Hatem Ben Arfa,Attack,178,Left,35,85,France
Ismail Jakobs,Midfield,184,Both,22,85,Germany
Armand Laurienté,Attack,177,Right,23,85,France
Jimmy Cabot,Midfield,164,Right,28,85,France
Sanjin Prcić,Midfield,181,Right,28,85,Bosnia & Herzegovina
Valon Berisha,Midfield,176,Right,29,85,Kosovo
Haris Belkebla,Midfield,177,Right,28,85,Algeria
Thomas Mangani,Midfield,183,Left,35,85,France
Rominigue Kouamé,Midfield,177,Left,25,85,Mali
Nabil Bentaleb,Midfield,187,Left,27,85,Algeria
Dimitri Liénard,Midfield,184,Left,34,85,France
Kevin Strootman,Midfield,186,Left,32,85,Netherlands
Pedro Chirivella,Midfield,178,Right,25,85,Spain
Marshall Munetsi,Defence,188,Right,26,85,Zimbabwe
Azor Matusiwa,Midfield,173,Right,24,85,Netherlands
Laurent Abergel,Defence,172,Right,29,85,France
Oliveira Vanderson,Midfield,175,Right,21,85,Brazil
Melvin Bard,Defence,173,Left,21,85,France
Souleyman Doumbia,Defence,175,Left,25,85,Ivory Coast
Akim Zedadka,Midfield,173,Right,27,85,Algeria
Antonio Barreca,Defence,184,Left,27,85,Italy
Vital N'Simba,Defence,168,Left,29,85,Congo DR
Issiaga Sylla,Defence,180,Left,28,85,Guinea
Vincent le Goff,Defence,167,Left,32,85,France
Massadio Haidara,Defence,179,Left,29,85,Mali
Arnaud Souquet,Defence,178,Right,30,85,France
Jere Uronen,Defence,177,Left,28,85,Finland
Nicolas Cozza,Defence,178,Left,23,85,France
Jean-Kévin Duverne,Defence,184,Right,25,85,France
Jean-Charles Castelletto,Defence,185,Both,27,85,Cameroon
Vincent Manceau,Defence,174,Right,33,85,France
Castello Lukeba,Defence,184,Left,19,85,France
Warmed Omari,Defence,185,Right,22,85,France
Sinaly Diomandé,Defence,184,Right,21,85,Ivory Coast
Leonardo Balerdi,Defence,191,Right,23,85,Argentina
Gerzino Nyamsi,Defence,195,Right,25,85,France
Andreaw Gravillon,Defence,188,Right,24,85,Guadeloupe
Julien Laporte,Defence,185,Right,28,85,France
Christophe Hérelle,Defence,188,Right,29,85,France
Brendan Chardonnet,Defence,181,Right,27,85,France
Ismaël Traoré,Defence,185,Right,35,85,Ivory Coast
Wuilker Fariñez,Goalkeeper,181,Right,24,85,Venezuela
Gauthier Gallon,Goalkeeper,186,Right,29,85,France
Yvon Mvogo,Goalkeeper,186,Right,28,85,Switzerland
Jean-Louis Leca,Goalkeeper,177,Right,36,85,France
Elye Wahi,Attack,181,Right,19,84,France
Majeed Waris,Attack,172,Right,30,84,Ghana
Gaëtan Charbonnier,Attack,188,Right,33,84,France
Elbasan Rashani,Attack,181,Left,29,84,Kosovo
Lebo Mothiba,Attack,182,Right,26,84,South Africa
Ilan Kebbal,Attack,166,Left,24,84,Algeria
Sâif-Eddine Khaoui,Midfield,180,Right,27,84,Tunisia
Jodel Dossou,Midfield,173,Both,30,84,Benin
Edon Zhegrova,Attack,181,Left,23,84,Kosovo
Arnaud Nordin,Attack,170,Left,24,84,France
Mathias Pereira Lage,Midfield,180,Right,25,84,Portugal
Marcus Coco,Midfield,184,Right,26,84,France
James Lea Siliki,Midfield,183,Left,26,84,Cameroon
Moreto Cassamá,Midfield,165,Right,24,84,Guinea-Bissau
Patrick Berg,Midfield,180,Right,24,84,Norway
Amadou Onana,Defence,195,Both,20,84,Belgium
Branco van Den Boomen,Midfield,189,Right,26,84,Netherlands
Johan Gastien,Midfield,179,Right,34,84,France
Florian Tardieu,Midfield,184,Right,30,84,France
Thomas Monconduit,Midfield,182,Right,31,84,France
Fabien Lemoine,Midfield,175,Right,35,84,France
Gabriel Gudmundsson,Defence,180,Left,23,84,Sweden
Charles Traoré,Defence,180,Left,30,84,Mali
Youssouf Koné,Defence,174,Left,27,84,Mali
Oualid el Hajjam,Defence,178,Right,31,84,Morocco
Sébastien Corchia,Defence,175,Right,31,84,France
Fábio da Silva,Defence,172,Both,32,84,Brazil
Malo Gusto,Defence,179,Right,19,84,France
Thomas Delaine,Defence,180,Left,30,84,France
